number,type,name,city
92,rue,CHAPELLE,Paris
58,rue,RENNEQUIN,Paris
34,rue,LANCRY,Paris
12,rue,CYGNE,Paris
16,rue,CERISAIE,Paris
64,rue,LAUGIER,Paris
38,rue,FORTUNY,Paris
27,boulevard,MURAT,Paris
1,rue,LÉONCE REYNAUD,Paris
78,rue,CRIMÉE,Paris
48,rue,TOUR,Paris
82,rue,POMPE,Paris
28,rue,LACÉPÈDE,Paris
25,rue,GÉNÉRAL FOY,Paris
213,rue,SAINT-HONORÉ,Paris
30,boulevard,HOPITAL,Paris
2,rue,SAINT-HIPPOLYTE,Paris
41,rue,SAINT-HONORÉ,Paris
13,rue,LORRAINE,Paris
1,rue,LACUÉE,Paris
13,rue,GEOFFROY L'ANGEVIN,Paris
1,rue,BROSSE,Paris
81,rue,ROUSSIN,Paris
10,rue,PLATRE,Paris
86,boulevard,DIDEROT,Paris
15,rue,LABROUSTE,Paris
11,rue,JEAN BOLOGNE,Paris
15,rue,PERCHAMPS,Paris
6,passage,SAINT-PAUL,Paris
13,rue,AUBERVILLIERS,Paris
5,boulevard,PEREIRE,Paris
11,rue,CASTEX,Paris
25,rue,GRANDS-AUGUSTINS,Paris
88,rue,MONGE,Paris
18,avenue,OBSERVATOIRE,Paris
18,rue,BOURGON,Paris
123,boulevard,SOULT,Paris
53,rue,ENTREPRENEURS,Paris
58,rue,LONDRES,Paris
31,rue,LISBONNE,Paris
126,rue,ABOUKIR,Paris
123,rue,TURENNE,Paris
33,rue,PASSY,Paris
137,rue,UNIVERSITÉ,Paris
2,boulevard,SAINT-GERMAIN,Paris
64,rue,SAINT- SABIN,Paris
32,rue,GOUTTE D'OR,Paris
5,rue,AUTEUIL,Paris
62,rue,AMANDIERS,Paris
53,rue,CONDORCET,Paris
5,rue,SOLFÉRINO,Paris
58,rue,ROI DE SICILE,Paris
40,rue,RETRAIT,Paris
69,rue,LEMERCIER,Paris
3,rue,MARTYRS,Paris
324,rue,SAINT-MARTIN,Paris
21,rue,VERNEUIL,Paris
13,rue,ÉGLISE,Paris
2,boulevard,TEMPLE,Paris
26,rue,GUERSANT,Paris
1,place,VALOIS,Paris
25,boulevard,LA TOUR-MAUBOURG,Paris
13,rue,JEAN ROBERT,Paris
43,avenue,TRUDAINE,Paris
1,rue,CLOCHE,Paris
4,rue,BASFROI,Paris
2,rue,DUNES,Paris
4,passage,DAREAU,Paris
2,rue,WEBER,Paris
7,rue,BERGERS,Paris
131,boulevard,LEFEBVRE,Paris
7,rue,RICHARD LENOIR,Paris
69,rue,PASSY,Paris
35,avenue,RAPP,Paris
4,rue,BELFORT,Paris
10,rue,CAMBRONNE,Paris
24,rue,NICOLE,Paris
102,rue,CONVENTION,Paris
76,rue et place,REUNION,Paris
52,rue,MORILLONS,Paris
1,rue,DAUTANCOURT,Paris
2,avenue,LOWENDALL,Paris
66,rue,BARGUE,Paris
64,rue,LEGENDRE,Paris
3,rue,PALESTRO,Paris
20,rue,LAGILLE,Paris
75,rue,PRAIRIES,Paris
5,rue,PAULY,Paris
18,rue,GEOFFROY L'ANGEVIN,Paris
26,rue,MOLIÈRE,Paris
51,rue,EMÉRIAU,Paris
76,rue,MÉNILMONTANT,Paris
4,impasse,SAINT-FIACRE,Paris
33,rue,MÉNILMONTANT,Paris
21,rue,LE VERRIER,Paris
2,rue,GRIBEAUVAL,Paris
16,rue,STENDHAL,Paris
1,rue,HAUTEFEUILLE,Paris
4,rue,AFFRE,Paris
28,rue,DECRÈS,Paris
64,rue,AUBERVILLIERS,Paris
11,rue,BERTIN-POIRÉE,Paris
24,rue,PARCHEMINERIE,Paris
38,boulevard,GARIBALDI,Paris
89,rue,ABOUKIR,Paris
8,place,BOULNOIS,Paris
1,rue,PETITE-PIERRE,Paris
11,rue,UZÈS,Paris
37,rue,JENNER,Paris
19,rue,ODESSA,Paris
40,rue,PONTHIEU,Paris
10,rue,ÉQUERRE,Paris
8,passage,JOSSET,Paris
16,rue,NANSOUTY,Paris
15,rue,GÉNÉRAL FOY,Paris
54,rue,TURBIGO,Paris
75,rue,LAUGIER,Paris
128,rue,LA BOETIE,Paris
216,rue,CHARENTON,Paris
7,rue,FESSART,Paris
7,boulevard,BEAUMARCHAIS,Paris
3,boulevard,BERTHIER,Paris
20,rue,ANNONCIATION,Paris
69,rue,CONVENTION,Paris
16,villa,POISSONNIÈRE,Paris
25,rue,POISSONNIERS,Paris
3,passage,NOLLET,Paris
11,rue,NATION,Paris
5,rue,SALNEUVE,Paris
4,rue,JOUY,Paris
10,rue,GROS,Paris
4,cité,MAIRIE,Paris
10,passage,GOURDON,Paris
23,rue,TOURLAQUE,Paris
10,passage,MONTGALLET,Paris
17,rue,PASTEUR,Paris
16,rue,ENGHIEN,Paris
11,rue,DESBORDES-VALMORE,Paris
166,rue,LEGENDRE,Paris
1,impasse,CHARLES PETIT,Paris
43,rue,FAUBOURG SAINT-DENIS,Paris
86,rue,FAUBOURG DU TEMPLE,Paris
9,impasse,MONT-VISO,Paris
106,rue,JOUFFROY,Paris
35,rue,RENNEQUIN,Paris
118,boulevard,EXELMANS,Paris
7,rue,SAVIES,Paris
14,rue,NEVERS,Paris
7,rue,COPERNIC,Paris
66,rue,SAINT- SABIN,Paris
7,rue,MYRHA,Paris
18,rue,POUSSIN,Paris
194,rue,LOURMEL,Paris
6,passage,MONTBRUN,Paris
112,rue,BELLEVILLE,Paris
107,avenue,PARMENTIER,Paris
31,passage,RAGUINOT,Paris
2,rue,SEINE,Paris
16,rue,VAUVENARGUES,Paris
67,rue,VANEAU,Paris
12,rue,LALLIER,Paris
22,rue,BERGERS,Paris
22,rue,DURANTIN,Paris
7,rue,TROIS PORTES,Paris
29,rue,POULET,Paris
49,rue,BELLEVILLE,Paris
104,rue,MIROMESNIL,Paris
41,cours,VINCENNES,Paris
108,rue,LA CONDAMINE,Paris
94,rue,SAINT-DENIS,Paris
9,rue,CHARRAS,Paris
4,rue,SAINT-AMBROISE,Paris
7,rue,ANNONCIATION,Paris
20,rue,SAMBRE-ET-MEUSE,Paris
129,boulevard,NEY,Paris
76,rue,CLIGNANCOURT,Paris
55,rue,SAUFFROY,Paris
2,boulevard,ARAGO,Paris
34,rue,GRANDS-CHAMPS,Paris
39,passage,HAVRE,Paris
62,rue,LETELLIER,Paris
8,rue,LEPIC,Paris
46,rue,TRÉVISE,Paris
107,rue,CHERCHE-MIDI,Paris
31,rue,LEMERCIER,Paris
61,rue,LECOURBE,Paris
11,rue,TEXEL,Paris
15,rue,ROBINEAU,Paris
19,rue,MAYET,Paris
52,rue,ASSOMPTION,Paris
59,rue,ROUELLE,Paris
6,rue,HERSCHEL,Paris
68,rue,VITRUVE,Paris
54,rue,CHINE,Paris
6,rue,PERNELLE,Paris
18,rue,GANDON,Paris
144,rue,AVRON,Paris
1,rue,DEBELLEYME,Paris
2,rue,FLORENCE,Paris
62,boulevard,MALESHERBES,Paris
35,rue,BARBET DE JOUY,Paris
37,rue,GÉNÉRAL FOY,Paris
14,rue,PASQUIER,Paris
36,rue,LAFFITTE,Paris
104,rue,RENNES,Paris
46,rue,CLÉRY,Paris
55,rue,HAIES,Paris
10,rue,ERNEST,Paris
9,rue,FAUBOURG SAINT-DENIS,Paris
31,rue,CHAUDRON,Paris
9,rue,LA CONDAMINE,Paris
29,quai,GRANDS-AUGUSTINS,Paris
72,rue,VANEAU,Paris
18,rue,VITRUVE,Paris
36,rue,LE PELETIER,Paris
12,rue,JULIE,Paris
6,rue,HAUTPOUL,Paris
93,avenue,PARMENTIER,Paris
57,rue,MOZART,Paris
33,rue,CAUCHY,Paris
41,rue,PETITS-CHAMPS,Paris
27,boulevard,CAPUCINES,Paris
17,rue,SOURDIÈRE,Paris
78,rue,LAURISTON,Paris
63,rue,BLANCHE,Paris
5,rue,JEAN-MARIE JÉGO,Paris
16,rue,SAINT-ROCH,Paris
69,rue,PRONY,Paris
6,rue,GAMBEY,Paris
11,passage,TLEMCEN,Paris
48,rue,DURANTIN,Paris
91,avenue,WAGRAM,Paris
34,boulevard,BARBÈS,Paris
78,boulevard,ORNANO,Paris
9,rue,BREGUET,Paris
10,rue,PENTHIEVRE,Paris
27,rue,BRUNEL,Paris
32,rue,BLANCS-MANTEAUX,Paris
2,cité,LECLAIRE,Paris
50,rue,BOISSIÈRE,Paris
233,boulevard,PEREIRE,Paris
45,rue,LA TOUR D'AUVERGNE,Paris
145,rue,MONT-CENIS,Paris
31,rue,SAINT-JACQUES,Paris
52,rue,GAY-LUSSAC,Paris
16,rue,REGARD,Paris
5,place,CAMBRONNE,Paris
97,rue,ALÉSIA,Paris
139,rue,CHATEAU DES RENTIERS,Paris
34,rue,FAUBOURG ST-HONORÉ,Paris
135,rue,LECOURBE,Paris
27,rue,RAMUS,Paris
37,boulevard,SAINT-MICHEL,Paris
114,rue,LEMERCIER,Paris
105,boulevard,DIDEROT,Paris
7,passage,SUISSES,Paris
33,rue,DOUAI,Paris
49,rue,LECOURBE,Paris
10,rue,GAGER GABILLOT,Paris
219,rue,CHARENTON,Paris
156,rue,BAGNOLET,Paris
15,rue,PELLEPORT,Paris
8,rue,OLIVIER DE SERRES,Paris
1,rue,VANEAU,Paris
50,rue,BARGUE,Paris
13,rue,MARTYRS,Paris
10,passage,GÉNIE,Paris
22,rue,POUCHET,Paris
13,rue,ANGLAIS,Paris
21,rue,RÉBEVAL,Paris
135,rue,MONTMARTRE,Paris
9,avenue,VILLA DE LA RÉUNION,Paris
43,boulevard,ITALIE,Paris
34,rue,FRÉMICOURT,Paris
26,rue,SERVANDONI,Paris
44,rue,BABYLONE,Paris
20,rue,GAY-LUSSAC,Paris
42,boulevard,PEREIRE,Paris
16,passage,RIVIÈRE,Paris
90,rue,FAUBOURG SAINT-DENIS,Paris
12,rue,FAUSTIN HÉLIE,Paris
37,rue,PRONY,Paris
54,boulevard,MÉNILMONTANT,Paris
73,rue,FLANDRE,Paris
37,rue,PROVENCE,Paris
4,impasse,LEMIÈRE,Paris
49,rue,SIMPLON,Paris
34,rue,TEXEL,Paris
10,rue,GROTTE,Paris
90,boulevard,MORTIER,Paris
14,rue,BEAUNIER,Paris
90,passage,CHOISEUL,Paris
56,rue,CHARDON-LAGACHE,Paris
243,boulevard,PEREIRE,Paris
148,boulevard,MONTPARNASSE,Paris
2,rue,ANTHONY,Paris
1,rue,TIQUETONNE,Paris
23,rue,VITRUVE,Paris
101,boulevard,HOPITAL,Paris
35,avenue,OPÉRA,Paris
158,rue,FAUBOURG SAINT-MARTIN,Paris
2,rue,CANETTES,Paris
134,rue,POMPE,Paris
3,avenue,SAINTE-EUGÉNIE,Paris
55,rue,BONAPARTE,Paris
19,rue,CUSTINE,Paris
2,rue,TOUR,Paris
4,rue,DESBORDES-VALMORE,Paris
134,rue,TURENNE,Paris
24,place,DENFERT-ROCHEREAU,Paris
98,rue,PROVENCE,Paris
37,rue,LINOIS,Paris
9,impasse,ORAN,Paris
53,rue,BOISSIÈRE,Paris
24,rue,CELS,Paris
49,rue,FAUBOURG MONTMARTRE,Paris
138,rue,ABOUKIR,Paris
54,avenue,RÉPUBLIQUE,Paris
160,rue,BAGNOLET,Paris
66,rue,SAINT-DENIS,Paris
13,rue,VILLAFRANCA,Paris
58,rue,LEIBNITZ,Paris
29,rue,ENVIERGES,Paris
21,rue,COTTE,Paris
8,rue,DOMBASLE,Paris
1,rue,TREILHARD,Paris
12,rue,ANCIENNE COMÉDIE,Paris
159,boulevard,PEREIRE,Paris
12,rue,REUILLY,Paris
5,rue,PARC-ROYAL,Paris
67,rue,ALBERT,Paris
16,rue,DESCOMBES,Paris
113,rue,DAMES,Paris
80,rue,DAMES,Paris
32,rue,BEAUNIER,Paris
91,boulevard,STRASBOURG,Paris
5,rue,MYRHA,Paris
26,rue,LOUIS-LE-GRAND,Paris
55,rue,ARCHIVES,Paris
21,rue,BÉRANGER,Paris
20,rue,LA VIEUVILLE,Paris
7,rue,BOIS DE BOULOGNE,Paris
8,rue,MIRBEL,Paris
84,rue,FOLIE-MÉRICOURT,Paris
21,rue,LEBON,Paris
28,rue,AMANDIERS,Paris
8,rue,GOBELINS,Paris
2,rue,LEBOUIS,Paris
36,rue,LEIBNITZ,Paris
50,rue,VOLGA,Paris
100,rue,MONTORGUEIL,Paris
27,rue,CASIMIR PÉRIER,Paris
1,rue,PIERRE LAROUSSE,Paris
54,boulevard,EDGAR QUINET,Paris
2,rue,EUGÈNE FLACHAT,Paris
2,passage,RICAUT,Paris
11,rue,OURCQ,Paris
60,rue,MÉNILMONTANT,Paris
113,rue,OUEST,Paris
89,rue,SEINE,Paris
3,rue,BLOMET,Paris
40,rue,DEMOURS,Paris
9,rue,ROUVET,Paris
13,rue,COLLÉGIALE,Paris
5,rue,DAUTANCOURT,Paris
3,rue,ROI D'ALGER,Paris
33,rue,SAINT-ROCH,Paris
53,rue,ÉGLISE,Paris
32,rue,PETITS-CHAMPS,Paris
5,passage,MOSELLE,Paris
55,rue,SÈVRES,Paris
35,avenue,SAXE,Paris
1,rue,DECAMPS,Paris
3,rue,GEOFFROY L'ANGEVIN,Paris
69,rue,SAINT-BLAISE,Paris
50,rue,VILLETTE,Paris
6,place,LOUVRE,Paris
33,rue,SAINT-SAUVEUR,Paris
5,rue,LAMENNAIS,Paris
37,rue,MARC SÉGUIN,Paris
26,rue,BOULETS,Paris
41,quai,GRENELLE,Paris
48,rue,CARDINET,Paris
103,rue,TURENNE,Paris
41,rue,COUR DES NOUES,Paris
3,rue,SOUFFLOT,Paris
7,rue,GREFFULHE,Paris
25,boulevard,PICPUS,Paris
69,rue,SAINT-HONORÉ,Paris
26,rue,PALI-KAO,Paris
170,boulevard,SAINT-GERMAIN,Paris
7,rue,ALEMBERT,Paris
87,rue,SEDAINE,Paris
7,rue,JEAN COTTIN,Paris
27,rue,BERRI,Paris
130,rue,CROIX-NIVERT,Paris
3,passage,BRUNOY,Paris
72,rue,SAINT-FARGEAU,Paris
11,passage,REUSS,Paris
29,rue,CRUSSOL,Paris
3,rue,MONSIEUR LE PRINCE,Paris
102,rue,ORFILA,Paris
9,rue,FENOUX,Paris
69,rue,LA BOETIE,Paris
154,rue,CHEMIN-VERT,Paris
14,rue,LAURISTON,Paris
36,boulevard,ITALIENS,Paris
11,rue,NAPLES,Paris
6,rue,MAYRAN,Paris
4,cité,DUPONT,Paris
19,boulevard,MADELEINE,Paris
10,rue,SAINT-GERMAIN-L’AUXERROIS,Paris
16,rue,FAIDHERBE,Paris
96,rue,HAUTEVILLE,Paris
4,rue,RICHER,Paris
155,rue,ALÉSIA,Paris
71,rue,POISSONNIERS,Paris
17,boulevard,FILLES DU CALVAIRE,Paris
45,rue,COMMERCE,Paris
8,rue,VERTBOIS,Paris
6,rue,BOUTEBRIE,Paris
175,rue,TEMPLE,Paris
174,rue,CARDINET,Paris
7,place,BOURSE,Paris
205,avenue,DAUMESNIL,Paris
56,rue,GÉRARD,Paris
16,rue,PALI-KAO,Paris
28,rue,RIGOLES,Paris
101,rue,SÈVRES,Paris
6,rue,FREYCINET,Paris
16,rue,PRÉVOYANCE,Paris
39,rue,BAC,Paris
171,rue,CRIMÉE,Paris
6,rue,TAITI,Paris
15,rue,FÊTES,Paris
2,rue,CHARTREUX,Paris
17,rue,CLAUDE POUILLET,Paris
72,rue,CHERCHE-MIDI,Paris
56,rue,STENDHAL,Paris
19,rue,ARMAILLÉ,Paris
29,rue,CHAPON,Paris
11,passage,GANNERON,Paris
23,rue,ÉVANGILE,Paris
50,rue,ABBESSES,Paris
37,rue,COLONIE,Paris
1,rue,PÉTRELLE,Paris
6,rue,DOCTEUR BLANCHE,Paris
40,rue,BAC,Paris
47,rue,F FRANCS-BOURGEOIS,Paris
41,rue,FAUBOURG DU TEMPLE,Paris
74,rue,LILLE,Paris
81,rue,PROVENCE,Paris
35,rue,CLAUDE TILLIER,Paris
1,rue,OUDINOT,Paris
2,rue,VINCENT,Paris
10,passage,SUD,Paris
32,rue,MICHEL-ANGE,Paris
1,passage,LAGNY,Paris
81,rue,MONCEAU,Paris
155,rue,SÈVRES,Paris
29,rue,SAINT-PLACIDE,Paris
49,rue,TRÉVISE,Paris
14,rue,ASSOMPTION,Paris
12,avenue,LEDRU-ROLLIN,Paris
16,cité,POPINCOURT,Paris
33,rue,SAINT-AUGUSTIN,Paris
4,rue,FAUBOURG SAINT-MARTIN,Paris
6,rue,PETIT PONT,Paris
67,avenue,CLICHY,Paris
40,avenue,IÉNA,Paris
40,rue,MONGE,Paris
5,rue,BÉARN,Paris
42,rue,TURBIGO,Paris
13,boulevard,BERCY,Paris
28,rue,VIGNOLES,Paris
2,passage,GATBOIS,Paris
5,rue,PRÊCHEURS,Paris
74,boulevard,LA TOUR-MAUBOURG,Paris
13,rue,VICTOR CHEVREUIL,Paris
328,rue,SAINT-JACQUES,Paris
38,rue,CLAUDE VELLEFAUX,Paris
15,rue,ESTRAPADE,Paris
16,rue,SÉGUIER,Paris
2,passage,DAGORNO,Paris
84,rue,PRÉ-ST-GERVAIS,Paris
16,passage,DESCHAMPS,Paris
56,rue,ALEXANDRE DUMAS,Paris
61,rue,STÉPHENSON,Paris
22,rue,MALHER,Paris
25,rue,BRETAGNE,Paris
27,rue,DESCARTES,Paris
78,rue,JAVEL,Paris
16,rue,PIERRE DUPONT,Paris
23,villa,BELLEVUE,Paris
19,rue,HALLES,Paris
99,rue,LAURISTON,Paris
21,place,DAUPHINE,Paris
25,rue,DUHESME,Paris
123,boulevard,VOLTAIRE,Paris
24,rue,SINGER,Paris
2,rue,ALGER,Paris
58,rue,MATHURINS,Paris
33,rue,LONGCHAMP,Paris
5,rue,SÉVIGNÉ,Paris
6,villa,COLLET,Paris
4,rue,ARMAND CARREL,Paris
35,rue,MAZARINE,Paris
95,rue,ROCHER,Paris
14,rue,CLIGNANCOURT,Paris
46,rue,POISSONNIÈRE,Paris
31,rue,FRANCŒUR,Paris
11,passage,RONDONNEAUX,Paris
128,rue,MARCADET,Paris
149,avenue,MAINE,Paris
2,rue,CASTIGLIONE,Paris
2,passage,GERGOVIE,Paris
5,rue,BARRAULT,Paris
89,rue,FAUBOURG POISSONNIÈRE,Paris
15,rue,BELFORT,Paris
33,rue,CONSTANTINOPLE,Paris
2,rue,LAGRANGE,Paris
43,chemin,PÉRICHAUX,Paris
77,rue,CROZATIER,Paris
10,passage,CHARLES BERTHEAU,Paris
3,passage,DUCLOS,Paris
16,rue,FRIANT,Paris
17,impasse,ALEXANDRE LÉCUYER,Paris
6,rue,BOULLE,Paris
33,rue,BATIGNOLLES,Paris
10,rue,COMMANDEUR,Paris
5,rue,HALLES,Paris
17,rue,CUJAS,Paris
330,rue,SAINT-MARTIN,Paris
253,rue,CRIMÉE,Paris
16,rue,HANOVRE,Paris
4,boulevard,ARAGO,Paris
16,rue,CHAUCHAT,Paris
42,boulevard,BELLEVILLE,Paris
27,rue,PLATEAU,Paris
21,rue,SENTIER,Paris
104,rue,MICHEL BIZOT,Paris
5,impasse,BONNE-NOUVELLE,Paris
26,rue,TAILLANDIERS,Paris
17,rue,VOUTE,Paris
3,rue,PETIT,Paris
44,rue,PETITES-ÉCURIES,Paris
7,rue,SÈZE,Paris
157,rue,ORDENER,Paris
5,rue,MAISTRE,Paris
15,boulevard,POISSONNIÈRE,Paris
4,rue,FILLES-ST-THOMAS,Paris
28,rue,QUATRE-SEPTEMBRE,Paris
11,rue,BONAPARTE,Paris
3,ruelle,PLANCHETTE,Paris
2,rue,CHANEZ,Paris
3,cité,ENVIERGES,Paris
72,boulevard,MONTPARNASSE,Paris
15,rue,AQUEDUC,Paris
10,rue,AGUESSEAU,Paris
32,rue,ROCHER,Paris
2,passage,SOUPIRS,Paris
19,rue,DURET,Paris
19,rue,BÉNARD,Paris
8,rue,CONSTANTINOPLE,Paris
93,avenue,LA BOURDONNAIS,Paris
61,rue,CLIGNANCOURT,Paris
87,rue,ENTREPRENEURS,Paris
81,boulevard,SAINT-MICHEL,Paris
195,boulevard,MALESHERBES,Paris
18,rue,CHAMP DE L'ALOUETTE,Paris
11,impasse,MONTFERRAT,Paris
3,rue,BIOT,Paris
56,rue,BARGUE,Paris
18,rue,UNIVERSITÉ,Paris
10,rue,MALHER,Paris
38,rue,COLONIE,Paris
17,rue,PONT-NEUF,Paris
24,rue,LOMBARDS,Paris
88,avenue,WAGRAM,Paris
24,rue,TRAVERSIÈRE,Paris
1,rue,LOUISIANE,Paris
8,impasse,DAMESME,Paris
16,rue,GRENIER-ST-LAZARE,Paris
243,boulevard,RASPAIL,Paris
263,avenue,DAUMESNIL,Paris
84,rue,NOLLET,Paris
135,rue,FAUBOURG ST-HONORÉ,Paris
23,rue,GARDES,Paris
7,rue,BOULLE,Paris
40,rue,SEDAINE,Paris
8,rue,LAGNY,Paris
42,rue,VOUTE,Paris
69,boulevard,BEAUMARCHAIS,Paris
9,rue,CLÉMENT MAROT,Paris
92,boulevard,SÉBASTOPOL,Paris
33,rue et place,MARCHÉ-ST-HONORÉ,Paris
55,rue,CHARONNE,Paris
33,rue,BANQUIER,Paris
1,passage,RONDONNEAUX,Paris
5,rue,PAJOL,Paris
22,rue,GAUTHEY,Paris
76,rue,PRAIRIES,Paris
22,rue,CARDINET,Paris
9,rue,AGUESSEAU,Paris
58,rue,POTEAU,Paris
9,rue,ARC DE TRIOMPHE,Paris
23,rue,LAMBERT,Paris
19,impasse,ORILLON,Paris
25,rue,TAGE,Paris
3,passage,VILIN,Paris
17,rue,MAZARINE,Paris
28,rue,DEMOURS,Paris
15,passage,BRUNE,Paris
4,rue,PÉTION,Paris
41,rue,CORTAMBERT,Paris
1,rue,RÉALE,Paris
44,boulevard,INVALIDES,Paris
104,rue,PROVENCE,Paris
34,rue,SAUSSURE,Paris
143,rue,CHARONNE,Paris
4,impasse,MONTFAUCON,Paris
135,quai,VALMY,Paris
3,avenue,St-OUEN,Paris
28,rue,TORCY,Paris
73,rue,SEINE,Paris
18,boulevard,MONTMARTRE,Paris
3,rue,PERREL,Paris
1,cité,GUÉNOT,Paris
28,rue,GALVANI,Paris
12,rue,DÉSIRÉE,Paris
29,cours,VINCENNES,Paris
56,boulevard,GRENELLE,Paris
4,rue,CAPRON,Paris
14,rue,PRONY,Paris
3,rue,DUÉE,Paris
36,rue,MAISTRE,Paris
1,rue,ARMAND CARREL,Paris
1,rue,FRANCHE-COMTÉ,Paris
65,rue,BAUDRICOURT,Paris
22,rue,MONTERA,Paris
3,rue,SERVANDONI,Paris
169,rue,SAINT-MAUR,Paris
43,rue,SURMELIN,Paris
4,rue,VINTIMILLE,Paris
35,rue,LANCETTE,Paris
205,rue,SAINT-MARTIN,Paris
10,impasse,BRIARE,Paris
26,rue,CHANOINESSE,Paris
195,rue,CRIMÉE,Paris
184,boulevard,CHARONNE,Paris
9,avenue,BOIS de BOULOGNE,Paris
39,rue,BELLEFOND,Paris
52,rue,FAUBOURG POISSONNIÈRE,Paris
15,rue,ENGHIEN,Paris
22,avenue,BOSQUET,Paris
7,villa,RENAISSANCE,Paris
6,villa,EYLAU,Paris
17,avenue,TOURVILLE,Paris
17,rue,RAVIGNAN,Paris
23,rue,GEOFFROY-L'ASNIER,Paris
55,rue,RAMEY,Paris
210,boulevard,SAINT-GERMAIN,Paris
55,rue,ALOUETTES,Paris
25,rue,WATTIGNIES,Paris
147,rue,POMPE,Paris
1,rue,ROMAINVILLE,Paris
33,rue,FESSART,Paris
37,cité,FLEURS,Paris
1,place,PINEL,Paris
125,boulevard,ITALIE,Paris
8,passage,MONTGALLET,Paris
157,avenue,MALAKOFF,Paris
18,rue,CAMBRAI,Paris
9,rue,GÉRICAULT,Paris
43,rue,LACÉPÈDE,Paris
18,passage,DOUDEAUVILLE,Paris
23,rue,OUDINOT,Paris
27,rue,CHARENTON,Paris
42,rue,TROIS FRÈRES,Paris
99,rue,BLOMET,Paris
6,rue,MICHEL DE BOURGES,Paris
21,rue,CAUMARTIN,Paris
2,rue,GAMBEY,Paris
17,passage,POUCHET,Paris
84,rue,BLANCHE,Paris
110,rue,FOLIE-MÉRICOURT,Paris
68,avenue,VILLIERS,Paris
3,rue,QUATRE-SEPTEMBRE,Paris
7,rue,BRETONNEAU,Paris
8,rue,CHEVALERET,Paris
147,rue,FAUBOURG SAINT-DENIS,Paris
134,avenue,MALAKOFF,Paris
36,rue,MONTPENSIER,Paris
14,passage,ALLEMAGNE,Paris
45,rue,LA JONQUIÈRE,Paris
3,rue,TOUSSAINT-FÉRON,Paris
30,rue,BRUXELLES,Paris
8,impasse,VOLGA,Paris
33,rue,FERRONNERIE,Paris
5,passage,LAUZIN,Paris
2,rue,CLOS,Paris
66,rue,POISSONNIERS,Paris
71,avenue,SAINT-MANDE,Paris
18,rue,GLACIÈRE,Paris
56,rue,AUBERVILLIERS,Paris
8,rue,HENRI REGNAULT,Paris
8,passage,BEAULIEU,Paris
160,rue,RIVOLI,Paris
51,rue,PONCELET,Paris
42,rue,BLANCS-MANTEAUX,Paris
12,impasse,VIGNON,Paris
67,rue,JOUFFROY,Paris
21,rue,BEAUBOURG,Paris
2,rue,LAMANDÉ,Paris
164,rue,LOURMEL,Paris
92,rue,MONT-CENIS,Paris
33,rue,TOUL,Paris
60,rue,SANTÉ,Paris
28,rue,MOURAUD,Paris
22,rue,DIDOT,Paris
1,cité,PLICHON,Paris
9,boulevard,ROCHECHOUART,Paris
1,rue,DUPUIS,Paris
3,boulevard,ROCHECHOUART,Paris
66,rue,DOUDEAUVILLE,Paris
2,rue,CITEAUX,Paris
32,rue,KELLER,Paris
94,rue,ORTEAUX,Paris
19,rue,POUSSIN,Paris
66,boulevard,BATIGNOLLES,Paris
39,rue,JUGE,Paris
152,rue,MONTMARTRE,Paris
17,rue,SAINT-LOUIS en l'ILE,Paris
160,avenue,CLICHY,Paris
46,rue,CAULAINCOURT,Paris
58,rue,JEANNE D'ARC,Paris
15,boulevard,BRUNE,Paris
83,boulevard,EXELMANS,Paris
16,rue,TOURNON,Paris
137,rue,TOUR,Paris
25,boulevard,ARAGO,Paris
4,rue,CAMBACÉRÈS,Paris
7,rue,MALEBRANCHE,Paris
45,avenue,DUOUESNE,Paris
5,rue,MORAND,Paris
39,rue,CASCADES,Paris
3,rue,NIEPCE,Paris
79,rue,MOULIN DES PRÉS,Paris
14,chemin,PÉRICHAUX,Paris
27,cité,FLEURS,Paris
70,rue,PETIT,Paris
25,rue,BOUCHARDON,Paris
8,rue,FRANÇOIS MIRON,Paris
152,boulevard,SAINT-GERMAIN,Paris
66,rue,CLAUDE DECAEN,Paris
14,rue,MOURAUD,Paris
12,cité,JOLY,Paris
27,rue,BARGUE,Paris
66,rue,GERGOVIE,Paris
2,rue,SOUFFLOT,Paris
62,rue,PONTHIEU,Paris
8,boulevard,VAUGIRARD,Paris
20,rue,JULIE,Paris
2,passage,VALLET,Paris
52,rue,MARTYRS,Paris
25,avenue,LA MOTTE-PICQUET,Paris
26,boulevard,ROCHECHOUART,Paris
64,rue,SAINTONGE,Paris
6,rue,SAINTE-CLAIRE-DEVILLE,Paris
15,rue,LONDRES,Paris
215,rue,BERCY,Paris
52,boulevard,ARAGO,Paris
79,rue,MADAME,Paris
1,cité,SAINT-MARTIN,Paris
88,rue,BONAPARTE,Paris
34,avenue,St-OUEN,Paris
6,rue,BELLOT,Paris
17,rue,BLANCHE,Paris
14,rue,DUBAN,Paris
30,rue,SAINT-SÉVERIN,Paris
37,rue,GRAVILLIERS,Paris
54,rue,CHALON,Paris
11,rue,FAUBOURG POISSONNIÈRE,Paris
179,rue,TEMPLE,Paris
66,rue,HAIES,Paris
53,avenue,PARMENTIER,Paris
14,rue,PASTOURELLE,Paris
18,rue,PRINCESSE,Paris
68,rue,TURENNE,Paris
39,rue,DESCARTES,Paris
8,passage,KRACHER,Paris
